2013-11-24 20:30:04,564 INFO  - Run Observer 
2013-11-24 20:30:21,233 INFO  - SELECT distinct exp.UserName, exp.NotebookName, exp.ExperimentName, exp.Scenario, exr.DBMSName, exr.StartTime, exr.CurrentStage, exr.Percentage, exr.MachineName, exe.CurrentStatus, exr.RunID FROM AZDBLAB_EXPERIMENT exp, AZDBLAB_EXPERIMENTRUN exr, AZDBLAB_EXECUTOR exe WHERE exp.ExperimentID = exr.ExperimentID and exp.userName = 'yksuh' and exp.notebookName = 'XACT_TEST' and exp.experimentName = 'tps-sample' AND ((exr.MachineName = exe.MachineName AND exr.DBMSName = exe.CurrentDBMSName) OR exr.CurrentStage = 'Pending') 
2013-11-24 20:30:24,109 INFO  - SELECT distinct exp.UserName, exp.NotebookName, exp.ExperimentName, exp.Scenario, exr.DBMSName, exr.StartTime, exr.CurrentStage, exr.Percentage, exr.MachineName, exe.CurrentStatus, exr.RunID FROM AZDBLAB_EXPERIMENT exp, AZDBLAB_EXPERIMENTRUN exr, AZDBLAB_EXECUTOR exe WHERE exp.ExperimentID = exr.ExperimentID and exp.userName = 'yksuh' and exp.notebookName = 'XACT_TEST' and exp.experimentName = 'tps-sample' AND ((exr.MachineName = exe.MachineName AND exr.DBMSName = exe.CurrentDBMSName) OR exr.CurrentStage = 'Pending') 
2013-11-24 20:30:24,120 INFO  - insert statement for labshelf: INSERT INTO AZDBLAB_RUNLOG(RunID, TransactionTime, CurrentStage, Percentage) VALUES (4, to_timestamp('Sun, Nov 24 2013 20:30:24:091', 'DY, MON DD YYYY HH24:MI:SS:FF'), 'Running', 100.0) 
2013-11-24 20:41:59,820 INFO  - SELECT distinct exp.UserName, exp.NotebookName, exp.ExperimentName, exp.Scenario, exr.DBMSName, exr.StartTime, exr.CurrentStage, exr.Percentage, exr.MachineName, exe.CurrentStatus, exr.RunID FROM AZDBLAB_EXPERIMENT exp, AZDBLAB_EXPERIMENTRUN exr, AZDBLAB_EXECUTOR exe WHERE exp.ExperimentID = exr.ExperimentID and exp.userName = 'yksuh' and exp.notebookName = 'XACT_TEST' and exp.experimentName = 'tps-sample' AND ((exr.MachineName = exe.MachineName AND exr.DBMSName = exe.CurrentDBMSName) OR exr.CurrentStage = 'Pending') 
2013-11-24 20:41:59,823 INFO  - insert statement for labshelf: INSERT INTO AZDBLAB_RUNLOG(RunID, TransactionTime, CurrentStage, Percentage) VALUES (4, to_timestamp('Sun, Nov 24 2013 20:41:59:805', 'DY, MON DD YYYY HH24:MI:SS:FF'), 'Running', 100.0) 
2013-11-24 21:15:47,012 INFO  - SELECT distinct exp.UserName, exp.NotebookName, exp.ExperimentName, exp.Scenario, exr.DBMSName, exr.StartTime, exr.CurrentStage, exr.Percentage, exr.MachineName, exe.CurrentStatus, exr.RunID FROM AZDBLAB_EXPERIMENT exp, AZDBLAB_EXPERIMENTRUN exr, AZDBLAB_EXECUTOR exe WHERE exp.ExperimentID = exr.ExperimentID and exp.userName = 'yksuh' and exp.notebookName = 'XACT_TEST' and exp.experimentName = 'tps-sample' AND ((exr.MachineName = exe.MachineName AND exr.DBMSName = exe.CurrentDBMSName) OR exr.CurrentStage = 'Pending') 
2013-11-24 21:15:54,946 INFO  - insert statement for labshelf: INSERT INTO AZDBLAB_EXPERIMENTRUN(RunID, ExperimentID, DBMSName, StartTime, CurrentStage, Percentage, MachineName) VALUES (5, 4, 'oracle', to_timestamp('Sun, Nov 24 2013 21:15:54:889', 'DY, MON DD YYYY HH24:MI:SS:FF'), 'Pending', 0.0, 'sodb12.cs.arizona.edu') 
2013-11-28 03:03:58,283 INFO  - Exponential backoff is performed for : 2000 (ms) 
2013-11-28 03:04:00,284 INFO  - Exponential backoff is performed for : 4000 (ms) 
2013-11-28 03:04:04,288 INFO  - Exponential backoff is performed for : 8000 (ms) 
2013-11-28 03:04:12,289 INFO  - Exponential backoff is performed for : 16000 (ms) 
2013-11-28 03:04:28,291 INFO  - Exponential backoff is performed for : 32000 (ms) 
2013-11-28 03:05:00,292 INFO  - Exponential backoff is performed for : 64000 (ms) 
2013-11-28 03:06:04,293 INFO  - Exponential backoff is performed for : 128000 (ms) 
2013-11-28 03:08:12,294 INFO  - Exponential backoff is performed for : 256000 (ms) 
2013-11-28 03:12:28,296 INFO  - Exponential backoff is performed for : 512000 (ms) 
2013-11-28 03:21:00,297 INFO  - Exponential backoff is performed for : 1024000 (ms) 
